word	nodeType	synsetCount	unit	count
blare	VERB	3	jacobs-ladder-script	3
blaring	NOUN	4	jacobs-ladder-script	1
blasphemous	ADJ	2	jacobs-ladder-script	1
blast	VERB	16	jacobs-ladder-script	1
blaze	NOUN	10	jacobs-ladder-script	1
blaze	VERB	10	jacobs-ladder-script	2
bleeding	NOUN	6	jacobs-ladder-script	1
blessing	NOUN	9	jacobs-ladder-script	1
blind	NOUN	10	jacobs-ladder-script	2
blind	VERB	10	jacobs-ladder-script	5
blink	VERB	4	jacobs-ladder-script	1
blister	NOUN	6	jacobs-ladder-script	1
block	VERB	28	jacobs-ladder-script	1
blood	NOUN	6	jacobs-ladder-script	7
bloodsoake	VERB	0	jacobs-ladder-script	1
blot	NOUN	4	jacobs-ladder-script	1
blouse	NOUN	1	jacobs-ladder-script	1
blow	NOUN	29	jacobs-ladder-script	2
blow	VERB	29	jacobs-ladder-script	12
blue	ADJ	16	jacobs-ladder-script	3
blue	NOUN	16	jacobs-ladder-script	2
blur	NOUN	7	jacobs-ladder-script	2
blur	VERB	7	jacobs-ladder-script	2
body	NOUN	12	jacobs-ladder-script	43
boil	VERB	7	jacobs-ladder-script	1
bomb	NOUN	5	jacobs-ladder-script	1
bombardment	NOUN	4	jacobs-ladder-script	1
bone	NOUN	6	jacobs-ladder-script	1
bony	NOUN	3	jacobs-ladder-script	1
book	NOUN	15	jacobs-ladder-script	12
boom	NOUN	10	jacobs-ladder-script	1
boot	NOUN	9	jacobs-ladder-script	1
booth	NOUN	4	jacobs-ladder-script	7
boss	NOUN	8	jacobs-ladder-script	1
bother	VERB	8	jacobs-ladder-script	2
bottle	NOUN	5	jacobs-ladder-script	2
bottom	ADJ	12	jacobs-ladder-script	1
bottom	NOUN	12	jacobs-ladder-script	2
bounce	VERB	10	jacobs-ladder-script	1
bound	ADJ	27	jacobs-ladder-script	2
boundary	NOUN	3	jacobs-ladder-script	2
bowl	NOUN	12	jacobs-ladder-script	2
box	NOUN	13	jacobs-ladder-script	12
boy	NOUN	4	jacobs-ladder-script	11
boys	NOUN	4	jacobs-ladder-script	1
brain	NOUN	7	jacobs-ladder-script	10
branch	NOUN	8	jacobs-ladder-script	3
brandish	VERB	3	jacobs-ladder-script	1
brass	NOUN	7	jacobs-ladder-script	3
break	NOUN	75	jacobs-ladder-script	2
break	VERB	75	jacobs-ladder-script	12
breakfast	NOUN	3	jacobs-ladder-script	2
breast	NOUN	7	jacobs-ladder-script	3
breath	NOUN	5	jacobs-ladder-script	9
breathe	VERB	9	jacobs-ladder-script	1
breathing	NOUN	11	jacobs-ladder-script	2
breathless	ADJ	3	jacobs-ladder-script	1
breed	VERB	6	jacobs-ladder-script	1
breeze	NOUN	4	jacobs-ladder-script	1
brick	NOUN	2	jacobs-ladder-script	2
brief	ADJ	6	jacobs-ladder-script	2
briefcase	NOUN	1	jacobs-ladder-script	1
bright	ADJ	11	jacobs-ladder-script	8
brighten	ADJ	2	jacobs-ladder-script	1
brighten	VERB	2	jacobs-ladder-script	1
brightness	NOUN	3	jacobs-ladder-script	4
brilliance	NOUN	3	jacobs-ladder-script	4
brilliant	ADJ	6	jacobs-ladder-script	5
bring	VERB	11	jacobs-ladder-script	5
brittle	ADJ	4	jacobs-ladder-script	1
brood	VERB	6	jacobs-ladder-script	1
broom	NOUN	5	jacobs-ladder-script	1
brother	NOUN	5	jacobs-ladder-script	3
brow	NOUN	3	jacobs-ladder-script	2
bruise	VERB	5	jacobs-ladder-script	1
bubble	NOUN	9	jacobs-ladder-script	1
buddhist	ADJ	2	jacobs-ladder-script	1
buddy	NOUN	1	jacobs-ladder-script	8
bug	VERB	7	jacobs-ladder-script	3
build	VERB	12	jacobs-ladder-script	4
building	NOUN	14	jacobs-ladder-script	6
bulb	NOUN	6	jacobs-ladder-script	1
bullshit	NOUN	2	jacobs-ladder-script	2
bump	NOUN	8	jacobs-ladder-script	2
bunk	NOUN	9	jacobs-ladder-script	3
burn	VERB	20	jacobs-ladder-script	16
burst	NOUN	12	jacobs-ladder-script	11
burst	VERB	12	jacobs-ladder-script	4
burst-	ADJ	0	jacobs-ladder-script	1
bury	VERB	6	jacobs-ladder-script	2
business	NOUN	9	jacobs-ladder-script	3
bustle	VERB	3	jacobs-ladder-script	1
butt	NOUN	12	jacobs-ladder-script	1
butter	VERB	3	jacobs-ladder-script	1
buttock	NOUN	1	jacobs-ladder-script	1
button	NOUN	9	jacobs-ladder-script	1
buy	VERB	6	jacobs-ladder-script	1
bystander	NOUN	1	jacobs-ladder-script	1
cab	NOUN	4	jacobs-ladder-script	4
cabinet	NOUN	4	jacobs-ladder-script	2
cacophony	NOUN	2	jacobs-ladder-script	1
cage	NOUN	6	jacobs-ladder-script	3
cake	NOUN	4	jacobs-ladder-script	1
calf	NOUN	4	jacobs-ladder-script	1
call	NOUN	41	jacobs-ladder-script	2
call	VERB	41	jacobs-ladder-script	32
calm	ADJ	8	jacobs-ladder-script	1
calm	NOUN	8	jacobs-ladder-script	1
calm	VERB	8	jacobs-ladder-script	4
camera	NOUN	2	jacobs-ladder-script	8
campus	NOUN	1	jacobs-ladder-script	1
can	NOUN	8	jacobs-ladder-script	2
cap	NOUN	11	jacobs-ladder-script	3
capable	ADJ	5	jacobs-ladder-script	1
capacity	NOUN	9	jacobs-ladder-script	2
car	NOUN	5	jacobs-ladder-script	39
card	NOUN	13	jacobs-ladder-script	7
care	NOUN	11	jacobs-ladder-script	3
care	VERB	11	jacobs-ladder-script	1
careen	VERB	3	jacobs-ladder-script	2
caress	VERB	2	jacobs-ladder-script	1
carpet	NOUN	5	jacobs-ladder-script	8
carrot	NOUN	4	jacobs-ladder-script	1
carry	VERB	41	jacobs-ladder-script	20
case	NOUN	22	jacobs-ladder-script	4
casket	NOUN	3	jacobs-ladder-script	1
cast	VERB	20	jacobs-ladder-script	1
casualness	NOUN	1	jacobs-ladder-script	1
catacylsmic	ADJ	0	jacobs-ladder-script	1
catastrophe	NOUN	3	jacobs-ladder-script	2
catch	VERB	39	jacobs-ladder-script	10
cathedral	NOUN	3	jacobs-ladder-script	1
cause	VERB	7	jacobs-ladder-script	3
ceiling	NOUN	4	jacobs-ladder-script	19
celestial	ADJ	3	jacobs-ladder-script	2
cell	NOUN	7	jacobs-ladder-script	1
cement	NOUN	8	jacobs-ladder-script	1
cemetery	NOUN	1	jacobs-ladder-script	1
center	NOUN	23	jacobs-ladder-script	2
cereal	NOUN	4	jacobs-ladder-script	1
certain	ADJ	7	jacobs-ladder-script	1
chain	NOUN	12	jacobs-ladder-script	8
chain	VERB	12	jacobs-ladder-script	1
chair	NOUN	7	jacobs-ladder-script	9
challenge	VERB	9	jacobs-ladder-script	1
champagne	NOUN	2	jacobs-ladder-script	1
chance	NOUN	9	jacobs-ladder-script	4
change	NOUN	20	jacobs-ladder-script	2
change	VERB	20	jacobs-ladder-script	7
channel	NOUN	11	jacobs-ladder-script	1
chaos	NOUN	4	jacobs-ladder-script	4
char	NOUN	5	jacobs-ladder-script	1
char	VERB	5	jacobs-ladder-script	2
charge	NOUN	40	jacobs-ladder-script	7
charge	VERB	40	jacobs-ladder-script	6
charred	ADJ	2	jacobs-ladder-script	1
chart	NOUN	5	jacobs-ladder-script	1
chase	NOUN	7	jacobs-ladder-script	1
chase	VERB	7	jacobs-ladder-script	1
chatter	VERB	8	jacobs-ladder-script	2
cheat	VERB	9	jacobs-ladder-script	1
check	NOUN	38	jacobs-ladder-script	1
check	VERB	38	jacobs-ladder-script	5
cheek	NOUN	5	jacobs-ladder-script	5
cheer	NOUN	7	jacobs-ladder-script	1
chemical	ADJ	3	jacobs-ladder-script	1
chemist	NOUN	2	jacobs-ladder-script	4
chemistry	NOUN	3	jacobs-ladder-script	3
cherub	NOUN	2	jacobs-ladder-script	2
chest	NOUN	4	jacobs-ladder-script	6
chew	VERB	3	jacobs-ladder-script	3
chiatrist	NOUN	0	jacobs-ladder-script	1
chicken	NOUN	5	jacobs-ladder-script	1
chickene	VERB	0	jacobs-ladder-script	1
child	NOUN	4	jacobs-ladder-script	7
childhood	NOUN	2	jacobs-ladder-script	1
chin	NOUN	3	jacobs-ladder-script	1
chinese	ADJ	4	jacobs-ladder-script	1
chip	VERB	14	jacobs-ladder-script	1
chiropractor	NOUN	1	jacobs-ladder-script	5
choke	VERB	16	jacobs-ladder-script	1
chomp	VERB	2	jacobs-ladder-script	2
choose	VERB	3	jacobs-ladder-script	2
chop	VERB	11	jacobs-ladder-script	2
chopper	NOUN	4	jacobs-ladder-script	1
chortle	VERB	2	jacobs-ladder-script	1
chunk	NOUN	4	jacobs-ladder-script	4
church	NOUN	5	jacobs-ladder-script	1
chute	NOUN	3	jacobs-ladder-script	2
circle	NOUN	11	jacobs-ladder-script	3
city	NOUN	3	jacobs-ladder-script	3
claim	VERB	11	jacobs-ladder-script	1
clam	NOUN	4	jacobs-ladder-script	1
clamor	VERB	5	jacobs-ladder-script	2
clang	VERB	2	jacobs-ladder-script	1
clash	NOUN	7	jacobs-ladder-script	2
clasp	VERB	6	jacobs-ladder-script	2
class	NOUN	9	jacobs-ladder-script	1
claw	NOUN	8	jacobs-ladder-script	2
claw	VERB	8	jacobs-ladder-script	1
claws	NOUN	8	jacobs-ladder-script	2
clean	ADJ	31	jacobs-ladder-script	2
clean	VERB	31	jacobs-ladder-script	1
cleaner	NOUN	21	jacobs-ladder-script	8
clear	ADJ	45	jacobs-ladder-script	2
clear	VERB	45	jacobs-ladder-script	4
clearing	NOUN	27	jacobs-ladder-script	1
cleave	VERB	3	jacobs-ladder-script	1
click	VERB	11	jacobs-ladder-script	1
clientele	NOUN	1	jacobs-ladder-script	1
cliff	NOUN	1	jacobs-ladder-script	1
climax	NOUN	6	jacobs-ladder-script	1
climb	NOUN	9	jacobs-ladder-script	1
climb	VERB	9	jacobs-ladder-script	2
cling	VERB	4	jacobs-ladder-script	1
clinical	ADJ	2	jacobs-ladder-script	1
clink	VERB	4	jacobs-ladder-script	1
close	ADJ	37	jacobs-ladder-script	6
close	VERB	37	jacobs-ladder-script	8
closed	ADJ	26	jacobs-ladder-script	5
closet	NOUN	5	jacobs-ladder-script	5
closing	NOUN	23	jacobs-ladder-script	3
clothe	NOUN	3	jacobs-ladder-script	14
cloud	ADJ	14	jacobs-ladder-script	1
cloud	NOUN	14	jacobs-ladder-script	5
club	VERB	11	jacobs-ladder-script	1
cluttered	ADJ	2	jacobs-ladder-script	1
coagulate	VERB	3	jacobs-ladder-script	1
coal	NOUN	5	jacobs-ladder-script	1
coat	NOUN	6	jacobs-ladder-script	11
coat	VERB	6	jacobs-ladder-script	2
coax	VERB	2	jacobs-ladder-script	1
cob	NOUN	4	jacobs-ladder-script	1
cocksucker	NOUN	2	jacobs-ladder-script	1
coffee	NOUN	4	jacobs-ladder-script	3
cold	ADJ	16	jacobs-ladder-script	9
cold	NOUN	16	jacobs-ladder-script	2
collapse	VERB	11	jacobs-ladder-script	2
collar	NOUN	12	jacobs-ladder-script	1
collect	VERB	8	jacobs-ladder-script	1
collide	VERB	3	jacobs-ladder-script	2
collision	NOUN	3	jacobs-ladder-script	1
collison	NOUN	0	jacobs-ladder-script	1
colonel	NOUN	1	jacobs-ladder-script	1
color	NOUN	15	jacobs-ladder-script	5
colored	ADJ	11	jacobs-ladder-script	1
combat	NOUN	3	jacobs-ladder-script	1
combustion	NOUN	3	jacobs-ladder-script	1
come	VERB	22	jacobs-ladder-script	80
comfort	NOUN	9	jacobs-ladder-script	3
comfort	VERB	9	jacobs-ladder-script	1
comfortable	ADJ	5	jacobs-ladder-script	6
comforting	ADJ	4	jacobs-ladder-script	2
comin	NOUN	0	jacobs-ladder-script	4
command	NOUN	12	jacobs-ladder-script	1
commotion	NOUN	3	jacobs-ladder-script	1
company	NOUN	10	jacobs-ladder-script	2
compare	VERB	5	jacobs-ladder-script	3
compassion	NOUN	2	jacobs-ladder-script	2
compassionate	ADJ	2	jacobs-ladder-script	2
compel	VERB	2	jacobs-ladder-script	1
compelling	ADJ	4	jacobs-ladder-script	2
complete	VERB	10	jacobs-ladder-script	1
complex	NOUN	5	jacobs-ladder-script	1
complexity	NOUN	1	jacobs-ladder-script	1
composure	NOUN	1	jacobs-ladder-script	2
comprehend	VERB	3	jacobs-ladder-script	2
comrade	NOUN	3	jacobs-ladder-script	1
con-	NOUN	0	jacobs-ladder-script	1
concern	NOUN	7	jacobs-ladder-script	2
concern	VERB	7	jacobs-ladder-script	1
concerned	ADJ	5	jacobs-ladder-script	2
concrete	NOUN	5	jacobs-ladder-script	2
condense	VERB	7	jacobs-ladder-script	2
condition	NOUN	13	jacobs-ladder-script	1
conduct	VERB	8	jacobs-ladder-script	1
confidence	NOUN	5	jacobs-ladder-script	1
confirm	VERB	5	jacobs-ladder-script	1
conflagration	NOUN	1	jacobs-ladder-script	2
confront	VERB	4	jacobs-ladder-script	2
confrontation	NOUN	5	jacobs-ladder-script	1
confuse	VERB	5	jacobs-ladder-script	1
confused	ADJ	10	jacobs-ladder-script	9
confusion	NOUN	5	jacobs-ladder-script	11
connect	VERB	11	jacobs-ladder-script	1
connect-	NOUN	0	jacobs-ladder-script	1
connection	NOUN	9	jacobs-ladder-script	1
conscious	ADJ	3	jacobs-ladder-script	2
consciousness	NOUN	2	jacobs-ladder-script	2
consent	NOUN	2	jacobs-ladder-script	1
consider	VERB	9	jacobs-ladder-script	2
consideration	NOUN	6	jacobs-ladder-script	1
conspiracy	NOUN	3	jacobs-ladder-script	2
constant	ADJ	5	jacobs-ladder-script	1
constitute	VERB	4	jacobs-ladder-script	1
consume	VERB	6	jacobs-ladder-script	1
consummate	ADJ	5	jacobs-ladder-script	2
contact	NOUN	11	jacobs-ladder-script	1
contain	VERB	6	jacobs-ladder-script	4
container	NOUN	1	jacobs-ladder-script	4
content	NOUN	10	jacobs-ladder-script	2
context	NOUN	2	jacobs-ladder-script	1
continental	ADJ	4	jacobs-ladder-script	2
contingent	NOUN	5	jacobs-ladder-script	1
continue	VERB	10	jacobs-ladder-script	70
contort	VERB	1	jacobs-ladder-script	1
contradictory	ADJ	5	jacobs-ladder-script	2
contraption	NOUN	1	jacobs-ladder-script	1
control	NOUN	19	jacobs-ladder-script	7
convenient	ADJ	2	jacobs-ladder-script	1
convention	NOUN	5	jacobs-ladder-script	1
conversation	NOUN	1	jacobs-ladder-script	2
conveyor	NOUN	2	jacobs-ladder-script	1
convulse	VERB	6	jacobs-ladder-script	1
convulsive	ADJ	2	jacobs-ladder-script	1
cool	ADJ	11	jacobs-ladder-script	1
cord	NOUN	6	jacobs-ladder-script	1
core	NOUN	11	jacobs-ladder-script	1
corner	NOUN	14	jacobs-ladder-script	8
correct	VERB	12	jacobs-ladder-script	1
corridor	NOUN	1	jacobs-ladder-script	8
corrupt	ADJ	8	jacobs-ladder-script	2
couch	NOUN	4	jacobs-ladder-script	2
coulmn	NOUN	0	jacobs-ladder-script	1
counter	NOUN	13	jacobs-ladder-script	5
countless	ADJ	1	jacobs-ladder-script	1
country	NOUN	5	jacobs-ladder-script	1
couple	NOUN	9	jacobs-ladder-script	7
court	NOUN	14	jacobs-ladder-script	1
courtyard	NOUN	1	jacobs-ladder-script	3
cousin	NOUN	1	jacobs-ladder-script	1
cover	NOUN	36	jacobs-ladder-script	3
cover	VERB	36	jacobs-ladder-script	14
covering	NOUN	31	jacobs-ladder-script	1
cozy	ADJ	4	jacobs-ladder-script	2
cpativate	VERB	0	jacobs-ladder-script	1
crack	NOUN	24	jacobs-ladder-script	12
crack	VERB	24	jacobs-ladder-script	2
cracking	NOUN	17	jacobs-ladder-script	3
crackle	NOUN	6	jacobs-ladder-script	1
crackle	VERB	6	jacobs-ladder-script	1
cradle	VERB	10	jacobs-ladder-script	1
craft	NOUN	6	jacobs-ladder-script	1
cramp	NOUN	7	jacobs-ladder-script	1
crash	NOUN	18	jacobs-ladder-script	1
crash	VERB	18	jacobs-ladder-script	7
crater	NOUN	3	jacobs-ladder-script	1
crawl	VERB	8	jacobs-ladder-script	4
craze	VERB	5	jacobs-ladder-script	2
crazy	ADJ	6	jacobs-ladder-script	9
crazy	NOUN	6	jacobs-ladder-script	1
creak	NOUN	2	jacobs-ladder-script	1
create	VERB	6	jacobs-ladder-script	3
creation	NOUN	6	jacobs-ladder-script	1
creature	NOUN	3	jacobs-ladder-script	20
creatures	NOUN	3	jacobs-ladder-script	3
credit	NOUN	13	jacobs-ladder-script	4
creep	VERB	8	jacobs-ladder-script	1
crescendo	NOUN	3	jacobs-ladder-script	2
crevasse	NOUN	1	jacobs-ladder-script	2
crevice	NOUN	2	jacobs-ladder-script	2
crew	NOUN	5	jacobs-ladder-script	1
crisis	NOUN	2	jacobs-ladder-script	1
criticism	NOUN	3	jacobs-ladder-script	1
cross	NOUN	16	jacobs-ladder-script	5
cross	VERB	16	jacobs-ladder-script	1
crotch	NOUN	3	jacobs-ladder-script	1
crowd	NOUN	6	jacobs-ladder-script	10
crowd	VERB	6	jacobs-ladder-script	1
crowded	ADJ	5	jacobs-ladder-script	3
crown	NOUN	16	jacobs-ladder-script	1
cruise	NOUN	5	jacobs-ladder-script	1
crumble	VERB	3	jacobs-ladder-script	6
crumple	VERB	4	jacobs-ladder-script	1
cruse	VERB	1	jacobs-ladder-script	1
crush	NOUN	12	jacobs-ladder-script	1
crush	VERB	12	jacobs-ladder-script	3
crushed	ADJ	10	jacobs-ladder-script	1
cry	NOUN	12	jacobs-ladder-script	6
cry	VERB	12	jacobs-ladder-script	11
cube	NOUN	7	jacobs-ladder-script	6
cuddle	VERB	3	jacobs-ladder-script	1
cup	NOUN	11	jacobs-ladder-script	3
cup	VERB	11	jacobs-ladder-script	1
curb	NOUN	8	jacobs-ladder-script	2
curiosity	NOUN	2	jacobs-ladder-script	1
curious	ADJ	3	jacobs-ladder-script	3
curl	VERB	8	jacobs-ladder-script	3
current	NOUN	4	jacobs-ladder-script	1
curse	NOUN	9	jacobs-ladder-script	2
curtain	NOUN	3	jacobs-ladder-script	2
customer	NOUN	1	jacobs-ladder-script	1
cut	NOUN	70	jacobs-ladder-script	4
cut	VERB	70	jacobs-ladder-script	2
cute	ADJ	2	jacobs-ladder-script	1
cute	VERB	2	jacobs-ladder-script	1
dad	NOUN	1	jacobs-ladder-script	1
daddy	NOUN	1	jacobs-ladder-script	2
damage	NOUN	7	jacobs-ladder-script	1
damn	VERB	5	jacobs-ladder-script	4
damnation	NOUN	2	jacobs-ladder-script	1
dance	NOUN	7	jacobs-ladder-script	5
dance	VERB	7	jacobs-ladder-script	11
dancer	NOUN	2	jacobs-ladder-script	14
dancing	NOUN	4	jacobs-ladder-script	5
dangle	VERB	2	jacobs-ladder-script	1
dangling	NOUN	3	jacobs-ladder-script	1
dark	ADJ	16	jacobs-ladder-script	34
dark	NOUN	16	jacobs-ladder-script	3
darkening	NOUN	5	jacobs-ladder-script	2
darkness	NOUN	6	jacobs-ladder-script	22
dart	VERB	6	jacobs-ladder-script	6
dash	NOUN	12	jacobs-ladder-script	1
dash	VERB	12	jacobs-ladder-script	3
date	VERB	13	jacobs-ladder-script	1
dawn	ADJ	6	jacobs-ladder-script	1
dawn	NOUN	6	jacobs-ladder-script	1
day	NOUN	10	jacobs-ladder-script	20
daylight	NOUN	2	jacobs-ladder-script	1
daze	NOUN	4	jacobs-ladder-script	1
daze	VERB	4	jacobs-ladder-script	2
dazzle	VERB	3	jacobs-ladder-script	1
dazzling	ADJ	4	jacobs-ladder-script	3
dead	ADJ	21	jacobs-ladder-script	17
deafen	VERB	3	jacobs-ladder-script	4
deal	VERB	22	jacobs-ladder-script	1
death	NOUN	8	jacobs-ladder-script	4
debris	NOUN	1	jacobs-ladder-script	3
decade	NOUN	2	jacobs-ladder-script	1
decay	VERB	8	jacobs-ladder-script	1
decide	VERB	4	jacobs-ladder-script	4
decimate	VERB	2	jacobs-ladder-script	1
decision	NOUN	5	jacobs-ladder-script	1
decoration	NOUN	3	jacobs-ladder-script	1
deep	ADJ	21	jacobs-ladder-script	2
defeat	NOUN	4	jacobs-ladder-script	2
defeat	VERB	4	jacobs-ladder-script	1
defeatist	ADJ	1	jacobs-ladder-script	1
defiant	ADJ	1	jacobs-ladder-script	3
define	VERB	5	jacobs-ladder-script	3
definition	NOUN	2	jacobs-ladder-script	2
deform	VERB	6	jacobs-ladder-script	2
defy	VERB	3	jacobs-ladder-script	2
degree	NOUN	7	jacobs-ladder-script	1
delete	VERB	3	jacobs-ladder-script	1
deliberate	ADJ	4	jacobs-ladder-script	1
deliberation	NOUN	5	jacobs-ladder-script	1
delicate	ADJ	7	jacobs-ladder-script	2
delight	NOUN	5	jacobs-ladder-script	1
delirious	ADJ	2	jacobs-ladder-script	3
delirium	NOUN	2	jacobs-ladder-script	2
delusion	NOUN	3	jacobs-ladder-script	2
demand	NOUN	11	jacobs-ladder-script	1
demeanor	NOUN	1	jacobs-ladder-script	1
demon	NOUN	3	jacobs-ladder-script	32
demonic	ADJ	1	jacobs-ladder-script	5
demonology	NOUN	0	jacobs-ladder-script	1
demonstration	NOUN	5	jacobs-ladder-script	1
dense	ADJ	4	jacobs-ladder-script	3
density	NOUN	2	jacobs-ladder-script	1
deny	VERB	7	jacobs-ladder-script	1
deposit	NOUN	12	jacobs-ladder-script	1
deposit	VERB	12	jacobs-ladder-script	1
deposition	NOUN	4	jacobs-ladder-script	1
der	NOUN	1	jacobs-ladder-script	1
descend	VERB	4	jacobs-ladder-script	2
descent	NOUN	6	jacobs-ladder-script	1
deserted	ADJ	4	jacobs-ladder-script	2
deserve	VERB	1	jacobs-ladder-script	1
desk	NOUN	1	jacobs-ladder-script	6
desperate	ADJ	7	jacobs-ladder-script	2
destroy	VERB	4	jacobs-ladder-script	2
destruction	NOUN	3	jacobs-ladder-script	1
determine	VERB	8	jacobs-ladder-script	1
detonate	VERB	2	jacobs-ladder-script	1
detonation	NOUN	2	jacobs-ladder-script	1
devastating	ADJ	5	jacobs-ladder-script	3
device	NOUN	5	jacobs-ladder-script	2
devil	NOUN	7	jacobs-ladder-script	6
dial	NOUN	6	jacobs-ladder-script	2
dick	NOUN	2	jacobs-ladder-script	1
die	VERB	14	jacobs-ladder-script	16
difference	NOUN	5	jacobs-ladder-script	1
different	ADJ	5	jacobs-ladder-script	2
difficult	ADJ	2	jacobs-ladder-script	1
difficulty	NOUN	4	jacobs-ladder-script	2
dig	VERB	13	jacobs-ladder-script	6
dime	NOUN	2	jacobs-ladder-script	1
dimension	NOUN	6	jacobs-ladder-script	3
dimensional	ADJ	2	jacobs-ladder-script	4
dingy	ADJ	3	jacobs-ladder-script	2
dining	NOUN	5	jacobs-ladder-script	2
dinner	NOUN	2	jacobs-ladder-script	3
direct	ADJ	24	jacobs-ladder-script	1
direct	VERB	24	jacobs-ladder-script	1
direction	NOUN	9	jacobs-ladder-script	14
disappear	VERB	4	jacobs-ladder-script	15
disaster	NOUN	3	jacobs-ladder-script	1
disbelief	NOUN	2	jacobs-ladder-script	4
disc	NOUN	4	jacobs-ladder-script	1
discharge	NOUN	20	jacobs-ladder-script	1
discharge	VERB	20	jacobs-ladder-script	1
discomfort	NOUN	2	jacobs-ladder-script	1
discover	VERB	8	jacobs-ladder-script	2
discrimination	NOUN	2	jacobs-ladder-script	1
disfigure	VERB	1	jacobs-ladder-script	1
disgust	ADJ	3	jacobs-ladder-script	1
disgust	NOUN	3	jacobs-ladder-script	1
disgusted	ADJ	3	jacobs-ladder-script	1
disheveled	ADJ	2	jacobs-ladder-script	1
dishwashing	NOUN	1	jacobs-ladder-script	1
disinterested	ADJ	1	jacobs-ladder-script	1
dismay	NOUN	4	jacobs-ladder-script	1
dismember	VERB	2	jacobs-ladder-script	2
dismiss	VERB	6	jacobs-ladder-script	2
dismissal	NOUN	4	jacobs-ladder-script	1
disorient	VERB	1	jacobs-ladder-script	2
display	NOUN	8	jacobs-ladder-script	3
dispose	VERB	5	jacobs-ladder-script	1
dissolve	VERB	12	jacobs-ladder-script	1
distance	NOUN	8	jacobs-ladder-script	13
distant	ADJ	5	jacobs-ladder-script	2
distort	VERB	5	jacobs-ladder-script	1
distorted	ADJ	7	jacobs-ladder-script	1
distracted	ADJ	3	jacobs-ladder-script	1
distraction	NOUN	4	jacobs-ladder-script	1
disturbed	ADJ	9	jacobs-ladder-script	1
dive	NOUN	7	jacobs-ladder-script	1
dive	VERB	7	jacobs-ladder-script	1
divining	NOUN	2	jacobs-ladder-script	1
divorce	NOUN	3	jacobs-ladder-script	1
do	NOUN	16	jacobs-ladder-script	1
do	VERB	16	jacobs-ladder-script	92
doc-	ADJ	0	jacobs-ladder-script	1
dock	NOUN	12	jacobs-ladder-script	1
doctor	NOUN	7	jacobs-ladder-script	38
doctorate	NOUN	1	jacobs-ladder-script	2
doctors	NOUN	7	jacobs-ladder-script	1
dodge	VERB	6	jacobs-ladder-script	1
dog	NOUN	8	jacobs-ladder-script	3
dollar	NOUN	4	jacobs-ladder-script	3
dolly	NOUN	3	jacobs-ladder-script	1
dominate	VERB	5	jacobs-ladder-script	1
domineering	ADJ	2	jacobs-ladder-script	1
doomsayer	NOUN	0	jacobs-ladder-script	1
door	NOUN	5	jacobs-ladder-script	70
doorr	NOUN	0	jacobs-ladder-script	1
doorway	NOUN	1	jacobs-ladder-script	3
dope	VERB	7	jacobs-ladder-script	1
dorsal	ADJ	2	jacobs-ladder-script	1
dos	NOUN	18	jacobs-ladder-script	1
dose	NOUN	6	jacobs-ladder-script	1
dot	VERB	8	jacobs-ladder-script	1
double	ADJ	21	jacobs-ladder-script	2
doubt	VERB	4	jacobs-ladder-script	2
douse	VERB	7	jacobs-ladder-script	1
down	ADJ	26	jacobs-ladder-script	1
down	VERB	26	jacobs-ladder-script	1
downtown	NOUN	3	jacobs-ladder-script	1
downward	ADJ	3	jacobs-ladder-script	1
draft	NOUN	14	jacobs-ladder-script	2
drag	VERB	17	jacobs-ladder-script	3
drain	NOUN	8	jacobs-ladder-script	1
drape	VERB	7	jacobs-ladder-script	2
draw	VERB	45	jacobs-ladder-script	14
drawer	NOUN	3	jacobs-ladder-script	5
dream	NOUN	8	jacobs-ladder-script	5
dreamer	NOUN	3	jacobs-ladder-script	1
drench	VERB	4	jacobs-ladder-script	1
dress	NOUN	21	jacobs-ladder-script	1
dress	VERB	21	jacobs-ladder-script	4
dressing	NOUN	23	jacobs-ladder-script	1
drift	NOUN	17	jacobs-ladder-script	1
drift	VERB	17	jacobs-ladder-script	3
drink	NOUN	10	jacobs-ladder-script	3
drink	VERB	10	jacobs-ladder-script	3
drive	VERB	34	jacobs-ladder-script	9
driver	NOUN	5	jacobs-ladder-script	3
drivin	NOUN	0	jacobs-ladder-script	1
drop	NOUN	32	jacobs-ladder-script	3
drop	VERB	32	jacobs-ladder-script	9
drown	VERB	5	jacobs-ladder-script	2
drug	NOUN	3	jacobs-ladder-script	6
drugged	ADJ	3	jacobs-ladder-script	1
dry	VERB	19	jacobs-ladder-script	1
dumbfounded	ADJ	2	jacobs-ladder-script	1
dump	VERB	10	jacobs-ladder-script	1
dumps	VERB	11	jacobs-ladder-script	1
dusk	NOUN	2	jacobs-ladder-script	3
dwindle	VERB	1	jacobs-ladder-script	1
dy	NOUN	1	jacobs-ladder-script	1
eagle	NOUN	6	jacobs-ladder-script	1
ear	NOUN	5	jacobs-ladder-script	8
early	ADJ	9	jacobs-ladder-script	4
earth	NOUN	9	jacobs-ladder-script	4
easy	ADJ	15	jacobs-ladder-script	1
eat	VERB	6	jacobs-ladder-script	5
echo	VERB	9	jacobs-ladder-script	2
ecstacy	NOUN	0	jacobs-ladder-script	1
ecstatic	ADJ	1	jacobs-ladder-script	2
ed	NOUN	1	jacobs-ladder-script	1
edge	NOUN	10	jacobs-ladder-script	5
edge	VERB	10	jacobs-ladder-script	1
